38992
3794	4976	1
719	611	0
5609	4647	1
3186	4976	1
2560	4273	1
5192	1679	1
857	889	1
72	4273	0
4109	605	0
2668	1673	1
374	991	1
2250	991	1
663	2947	1
4291	2947	1
3092	4808	1
4859	605	0
2960	4492	0
3269	4976	1
606	4684	0
5506	1732	1
757	2183	1
5549	2234	1
4920	4647	1
3324	5595	0
4554	2910	0
4262	331	0
1338	4273	1
1446	991	1
928	3916	1
4322	1677	0
3552	4670	0
1234	4976	1
1357	2947	1
587	3496	0
4304	4492	0
1680	4976	1
3495	2910	0
2186	4647	1
450	999	0
3659	2234	1
2226	611	0
1286	611	0
300	2947	1
1559	988	1
2415	1644	0
4275	1644	0
4405	5448	0
3958	988	1
4247	5595	0
2178	1644	0
2600	999	1
2588	991	1
5079	999	0
3291	605	0
1712	4273	1
1490	997	1
2126	675	1
1378	4273	1
4294	4342	0
5048	611	0
3309	999	0
101	2910	0
531	5581	1
205	2183	1
5509	675	0
3064	5595	0
3973	3727	1
162	2418	0
96	675	1
3717	2910	0
2288	4492	0
5434	1732	1
1631	2832	0
4735	4492	0
2743	1673	1
4234	991	1
4596	1017	1
61	2910	0
194	5448	0
921	5637	0
2150	3916	1
792	5577	1
231	2947	1
2069	3731	1
3290	4531	0
841	271	0
3117	4647	1
3267	995	1
4043	4526	0
1994	3893	1
4110	2947	1
2491	4492	0
2431	611	0
1330	4532	0
4487	331	0
4386	675	0
3062	3546	1
3867	1732	1
2123	1448	0
4330	1677	1
5475	2947	1
115	4647	1
4289	4364	0
30	605	0
410	611	0
2516	1732	1
623	5577	1
4173	2219	1
3305	1732	1
3767	2234	0
4619	1734	1
1720	4526	0
4840	1644	0
4332	5595	0
5366	4700	0
4461	331	0
1862	331	1
787	2219	1
4322	991	0
5148	605	0
2768	5448	1
2906	5577	1
2062	4490	0
5219	1679	1
2302	1671	0
1351	889	1
2973	2236	0
3159	5607	0
322	271	0
4556	991	1
1170	4492	0
5324	331	1
31	1732	1
4030	4976	1
1265	1732	1
5369	1732	1
3127	1670	1
3956	995	1
4485	1644	0
2245	2910	0
123	3287	0
1543	5607	0
2445	4273	1
3855	991	1
1083	1732	1
5569	2910	0
1426	4576	0
1807	1679	1
974	1196	0
1996	991	1
365	4647	1
5172	4700	1
456	991	1
861	4272	1
1598	331	1
3008	5595	0
5103	1448	0
4200	4647	1
775	991	1
2608	2947	1
4694	1644	0
1063	995	1
3185	4273	1
857	3546	1
869	3985	0
4348	4367	0
3296	1734	1
3343	1679	1
4743	2418	0
4476	5595	0
3427	331	1
1588	1667	0
4154	2271	1
1097	605	0
5022	992	1
1243	2910	0
2645	1670	0
572	4306	1
5216	1644	0
4499	605	0
3316	1732	1
4352	994	0
3058	5595	1
1493	4647	1
3436	4976	1
140	5637	0
468	1732	1
3849	605	0
482	997	1
1938	605	0
1831	5595	0
5385	4976	1
5547	889	1
3150	997	1
4145	3893	1
2435	3893	1
3743	5577	1
959	2910	0
3310	2947	1
2241	2219	1
2091	3287	0
1413	2530	0
3511	1679	1
2306	4306	1
2391	3984	0
1084	611	0
3126	4647	1
4341	999	1
3816	1679	1
2987	611	0
3591	4976	1
1564	5581	1
3956	3982	0
1111	271	0
1392	2910	0
3309	331	0
4517	1670	1
3838	2910	0
4009	2910	0
1267	1644	0
4370	2236	0
3241	3728	0
1366	4665	0
447	611	0
5000	1732	1
2520	4273	1
556	906	1
3226	1012	0
5385	1734	0
5091	1011	0
4691	995	1
2062	1677	1
3561	5595	0
4761	4273	1
2855	5577	1
4867	4526	0
4226	999	0
2737	1677	1
2545	331	0
2294	1732	1
4995	5293	1
2448	4122	0
5095	2219	1
4510	1677	1
4222	2910	0
259	3730	0
2163	271	0
3018	991	1
1340	5585	1
4269	5608	0
2773	2183	1
4557	4531	0
4596	3979	0
700	1673	1
414	2230	0
5408	1734	1
2325	1679	1
1319	4367	0
957	1667	1
5284	1670	1
658	2910	0
2084	2832	0
4744	1644	0
1197	2234	1
5323	4532	0
162	1644	0
993	1677	1
5438	1448	0
75	2947	1
4402	4531	0
1826	605	0
4806	3727	1
4350	991	1
2265	2234	0
3944	4492	0
1443	1448	0
5079	678	1
615	4647	1
1550	5595	0
1131	5577	0
1090	4273	1
4772	2219	0
5249	5448	1
1959	611	0
4341	5595	0
2613	4647	1
2956	271	0
5205	1677	1
2067	1732	1
222	2234	0
3462	997	1
1918	1732	0
4511	2234	0
3390	3496	0
4816	4700	1
499	2910	0
314	2910	0
4506	1211	0
3450	1732	1
5649	5607	0
4880	1448	0
1531	3981	1
1757	1448	0
453	999	0
110	4647	1
2010	991	1
4042	5448	1
352	3727	1
4572	2910	0
4676	3982	0
1622	1448	0
4851	3893	1
2061	2910	0
3320	271	0
3312	2910	0
4352	331	1
2915	2910	0
1046	5151	1
816	3893	1
4590	4647	1
1389	2910	0
326	2910	0
1504	1734	1
3393	808	1
4965	4647	1
3045	5577	0
1569	4273	1
5488	1732	1
3976	1673	1
4302	3496	0
349	5595	0
384	2271	1
1239	999	0
2349	2234	0
3590	995	1
4117	4976	1
4849	2910	0
4402	992	0
4871	5607	0
852	2219	1
4709	2047	0
4432	1644	0
104	2910	0
4249	2183	1
3708	2910	0
2479	4273	1
4906	331	0
4250	1679	1
2324	5595	0
3096	2928	0
4653	611	0
2945	999	1
3333	4273	1
3562	889	1
2985	4647	1
3193	1732	1
1313	2219	1
1558	808	1
1336	5448	0
1438	1670	0
4245	997	1
4351	271	0
2562	1673	0
3329	1732	1
1587	889	1
1464	4526	0
5400	2910	0
5378	1448	0
2460	1671	0
1040	1671	0
4975	5448	1
5053	1644	0
781	1448	0
1989	2271	1
1870	611	0
3525	4531	0
4054	331	0
2795	1670	1
4454	1012	0
389	999	0
3427	2234	0
2663	1732	1
639	1732	1
517	2234	1
642	991	1
2819	2418	1
5504	5595	1
3534	1671	0
783	1670	1
3642	2910	0
5434	991	1
1719	2271	1
3446	989	1
2203	271	0
2487	3728	0
4333	5151	1
1873	1644	0
5365	2183	1
1129	5448	1
3657	2219	1
4819	4976	1
3402	1644	0
4859	991	1
5628	4811	1
1125	2184	1
3560	611	0
2796	4306	1
1572	5595	0
3622	2947	0
1566	1735	1
3784	991	1
1106	2234	0
4089	4306	1
721	1732	1
912	1644	0
3342	1466	1
3909	2947	1
1305	4367	0
3554	4700	1
3028	4647	1
173	5595	1
4999	3728	0
1717	675	0
1849	1644	0
2320	3730	0
3033	1644	0
1636	611	0
1293	4273	1
3025	2234	0
2945	3982	0
222	331	0
1423	4342	0
2199	1196	0
3708	999	1
297	2910	0
420	3727	1
4745	611	0
3344	4684	0
554	2418	1
1282	2910	0
3739	5448	0
3411	2234	0
2246	4976	1
5488	331	0
3465	2947	1
451	988	1
4727	2418	0
537	1670	0
4764	5448	1
4908	2910	0
2399	2219	1
2965	4491	1
623	2234	0
2618	5448	1
2575	1732	1
2604	991	1
5612	4306	1
2533	1014	1
462	4976	1
927	1677	1
3035	1448	0
804	1677	1
521	2261	0
5517	331	1
1391	1448	0
2538	271	0
381	5595	0
4900	2103	0
2681	2271	1
3425	331	1
2936	2234	0
2451	3727	1
5283	2910	0
2763	4976	1
3674	1673	1
2672	271	0
3342	3617	0
362	999	0
2815	4531	0
1301	5577	1
3428	4813	1
5224	999	0
5309	4273	1
1135	331	0
5373	3916	1
5464	331	0
417	611	0
4842	3916	1
5241	2910	0
1602	4334	1
2013	1732	1
218	1679	1
4591	2184	1
2477	2910	0
465	271	0
1396	5595	0
176	988	1
1528	675	1
1402	2947	1
3763	2910	0
4516	999	0
4392	1732	1
4310	1002	0
5294	997	1
2852	2271	1
5277	997	1
105	2183	1
1630	1732	1
3036	1673	1
4698	3982	0
2591	1732	1
2088	5448	0
3499	3981	1
1714	611	0
3507	2271	1
5063	271	0
2806	3728	0
2479	4976	1
670	611	0
828	4700	1
1693	991	1
5474	1014	1
4261	991	1
5127	1679	1
3741	4273	1
84	2234	1
695	4647	1
82	889	1
5348	1673	1
2206	2947	1
2987	3893	1
924	5577	1
2477	1677	1
795	4647	0
966	991	1
5312	2910	0
4358	2271	1
1740	997	0
3024	4976	1
4069	611	0
1950	1671	0
5597	991	1
1920	1673	1
3866	1732	1
1358	3892	1
5519	995	1
4052	1732	1
2387	997	1
2990	4811	1
2985	675	1
3554	988	1
427	605	0
484	1732	1
1699	988	0
345	2910	0
4955	4306	1
4656	5448	0
2008	997	1
3282	4492	0
4319	1732	1
4830	611	0
4785	991	1
5019	1734	0
1473	2234	0
5481	896	1
745	2910	0
3438	4976	1
2331	2183	1
2101	991	1
4936	331	1
2844	3546	1
2557	5595	0
4787	5595	0
4055	4684	0
225	1679	1
2422	997	1
5345	3980	0
2509	4273	1
2594	2271	0
1243	1211	1
5283	991	1
5615	1732	1
3348	997	1
5137	2234	0
5306	4647	1
4986	4495	0
2710	3978	1
2849	991	1
2154	675	1
3629	4790	1
5167	331	0
2263	1448	0
3006	3893	1
4325	271	0
4148	2183	1
720	2219	0
2567	1011	0
5622	605	0
2536	991	1
590	4890	0
3405	4531	0
4897	889	1
3335	991	0
2367	3916	1
4419	2910	0
5259	1732	1
1681	997	1
951	4647	1
4102	4479	0
2159	2183	1
1547	991	1
3995	1644	0
3790	611	0
430	611	0
322	611	0
4299	3727	1
737	3892	1
1598	611	0
5037	4647	1
1782	1425	1
1402	988	1
477	4976	1
614	1732	1
3932	4647	1
2412	4647	1
2714	1732	1
3845	1671	0
93	999	1
3669	4647	1
3543	5448	0
3435	5577	1
1579	2234	1
1884	1012	0
824	4647	1
4268	4306	1
888	4976	1
4558	611	0
3702	611	0
1132	5607	0
4259	2910	0
3494	1644	0
2649	991	1
3254	4647	1
2745	2947	1
397	5151	1
3206	5448	1
314	2947	1
840	5637	0
1738	4273	1
3835	4684	0
231	4273	1
2899	1732	0
1229	2234	0
2786	4976	1
3001	1670	0
1606	5577	0
641	4700	1
4848	2219	0
4962	5448	1
3488	4479	0
3762	1448	0
5015	1673	1
5647	3287	0
2773	271	0
2628	5151	1
3739	331	0
4626	1012	0
372	4647	1
1570	5607	0
2391	1673	0
4563	2910	0
2522	2418	0
1355	1671	0
4249	4976	1
2709	889	1
1118	2234	1
4999	2219	1
2569	3727	1
1945	611	0
3483	991	1
4919	999	1
1898	2910	0
1760	997	1
1715	2234	1
397	611	0
1607	2910	0
1230	4672	1
5560	2234	1
718	991	1
2458	2910	0
229	2910	0
618	611	0
5305	991	1
4877	995	1
1446	611	0
4230	605	0
290	3916	1
5328	4531	0
3323	991	1
457	4492	0
2909	1644	0
3402	4367	0
2995	3207	1
4346	1671	0
3156	4273	1
5110	5595	0
4545	4531	0
1786	2234	0
5213	4684	0
3144	4273	1
912	1732	1
1041	1269	0
3713	1732	1
3528	4531	0
2024	1732	1
4534	4647	1
2837	2234	0
257	1732	1
3941	4976	1
3302	3916	1
2323	1679	1
1656	605	0
4923	3728	0
4305	997	1
4235	2234	0
5101	5577	0
2984	3730	0
2111	1733	1
3665	4526	0
3583	2910	0
1457	4647	1
3950	1644	0
3361	889	1
2322	675	0
14	991	1
4360	611	0
4237	4334	1
203	4976	1
3084	271	0
5364	2418	1
5227	4342	0
2578	5595	0
3610	5637	0
4635	1671	0
4097	2219	1
1251	3916	1
4595	999	1
260	605	0
3845	2219	0
2939	605	0
5551	996	1
2273	3546	1
5638	611	0
490	4479	0
939	1732	1
3819	1732	1
2786	2910	0
3834	991	1
1883	605	0
1547	2180	0
522	2910	0
238	4647	1
430	271	0
2800	4306	1
2173	2230	0
532	2183	1
3243	4490	0
1198	4976	1
4715	611	0
5412	1732	1
1699	611	0
911	4273	1
2302	4273	1
3014	5448	1
5236	4976	1
4916	1671	0
1391	611	0
1475	611	0
2210	3546	1
1597	1644	0
2895	5595	0
4248	999	1
2691	1734	1
624	611	0
2098	611	0
87	4647	1
3154	2418	0
3227	889	1
3454	2183	1
5549	2832	0
211	2271	1
3592	1670	0
4828	611	0
1668	2910	0
5355	2910	0
5025	994	1
157	1677	1
1446	675	1
4210	331	0
2816	991	1
1024	997	1
810	611	0
491	5595	0
3905	3496	0
4115	991	1
1261	4492	0
2311	611	0
3349	1732	1
2950	1448	0
3587	605	0
1475	4531	0
155	5595	0
1894	611	0
1760	1670	0
3136	678	1
4971	1731	1
3790	4976	1
4646	3235	0
2600	271	0
1835	1671	0
4053	991	1
735	4647	1
2469	2271	1
3756	5637	0
2504	4647	1
5251	1732	1
2051	331	1
2370	1732	1
3159	675	0
5411	4576	0
1074	4665	0
4570	5577	1
4026	5448	0
5650	611	0
2317	896	1
2160	3982	0
1314	4367	0
2532	1211	0
56	2947	1
1262	271	0
3960	1671	0
5479	2910	0
758	2910	0
5466	2910	0
2253	4273	1
5533	2430	0
5443	2234	1
4570	4684	0
2096	5595	0
2299	991	1
3087	997	1
5502	611	0
3996	1734	0
5441	995	1
1902	4306	1
3664	331	0
3967	331	0
1197	5151	1
3201	2235	0
1929	3916	0
1349	1732	1
5	2418	0
882	3893	1
3991	2910	0
1992	4273	1
5142	1196	0
1857	4531	0
73	5637	0
4916	675	1
4092	3884	0
4944	2947	1
4539	5448	1
3902	611	0
3672	4273	1
5507	3916	1
5634	2257	0
5117	2234	0
1964	331	0
4836	3728	0
922	5448	0
5405	3496	0
1708	999	0
4868	991	1
237	2048	0
5621	1732	1
938	1673	0
1387	1732	1
4081	611	0
3802	889	1
4928	1448	0
3540	1732	1
1530	271	0
230	2910	0
650	2832	0
3502	4976	1
1214	611	0
3720	1196	0
1301	3730	0
4363	999	1
1185	611	0
87	3728	0
134	999	0
2100	999	1
2977	4660	0
4246	1448	0
1685	611	0
5071	2234	0
965	4976	1
3739	3727	1
2146	4586	0
2596	1448	0
5369	889	1
2366	1448	0
1877	4492	0
3910	4976	1
4441	5448	0
2803	1732	1
3290	1677	1
1665	4538	0
5543	4531	0
5069	1212	0
1436	3207	1
5351	2910	0
601	4665	0
1261	271	0
2289	4647	1
4614	4976	1
2646	1211	0
4434	997	1
645	4665	0
5337	4492	0
2070	1269	0
938	1670	0
1330	3730	0
5308	611	0
1666	1673	1
2622	611	0
4553	991	1
705	1732	1
2580	2910	0
5252	2910	0
4601	1670	0
4527	1425	0
2274	1673	1
2723	1732	1
4473	2184	1
5636	3916	1
5485	611	0
3017	4334	1
925	2910	0
4799	2418	0
1923	5607	0
3565	4273	1
49	1644	0
5602	2910	0
1352	1733	1
4426	889	1
832	3546	1
1503	1732	1
621	3546	1
4060	1677	0
254	4334	1
2010	611	0
3641	271	0
952	4976	1
345	4647	1
1577	5448	1
5348	4536	0
4864	4526	0
3435	2910	0
4687	2877	1
4488	611	0
1151	1644	0
4878	2928	0
5573	3884	0
4392	2910	0
68	2183	1
2918	991	0
326	2418	1
3505	5448	0
1561	669	1
365	3496	0
1600	5595	0
404	1644	0
3798	2947	1
5334	2234	0
1692	605	0
1827	3730	0
4175	2183	1
1026	1732	1
811	3727	1
269	1732	1
1253	5577	1
4293	5448	0
5510	1732	1
4253	1732	1
1710	5637	0
1997	611	0
4482	4976	1
3751	5577	1
1178	2910	0
4639	5151	1
5519	611	0
5242	1448	0
4232	271	0
4388	5577	0
2880	1644	0
2939	889	1
4407	1732	1
4480	988	1
3075	1671	0
1552	3287	0
369	889	1
5184	5595	0
2446	1732	1
1336	678	1
1389	3893	1
1265	331	0
4753	4492	0
4568	1734	1
2700	3728	0
2752	2418	0
3935	1671	0
5378	4647	1
5341	991	1
1708	5448	0
4831	4647	1
3713	5577	1
5620	1644	0
499	2947	1
47	611	0
2171	4665	0
2865	1671	0
189	808	0
1385	988	1
2463	1732	1
4476	2947	1
5314	1732	1
2887	2271	1
790	1644	0
2813	2418	0
2788	991	1
3027	889	1
768	1673	1
457	5637	0
2321	2832	0
4599	331	0
5337	5577	1
2639	4647	1
133	611	0
1999	2184	1
2765	2947	1
1851	1673	0
5214	1677	1
1191	2910	0
1699	2910	0
4720	5595	0
2244	1733	1
4840	4976	1
2061	5577	1
1109	5448	1
1766	889	1
4389	4306	1
1218	1020	0
210	611	0
1501	999	0
5296	1677	1
4970	991	1
3843	4492	0
4754	5577	1
4691	3884	0
875	4647	1
1911	5577	1
3755	2234	1
4202	675	1
3825	605	0
1303	4531	0
3843	2183	1
334	3546	1
2259	992	1
4611	1679	1
5306	4976	1
5251	678	1
2815	991	1
5124	2805	1
2391	2272	1
721	5577	1
3075	1732	1
1088	5595	1
536	1673	0
2198	994	1
2729	889	1
490	1732	1
3153	4532	0
5286	3893	1
5295	611	0
5171	889	1
4528	4976	1
4358	999	0
616	4647	1
4695	4812	1
4499	2183	1
3173	1679	1
1036	4647	1
13	997	1
4274	2832	0
4691	3287	0
5388	611	0
2138	1196	0
163	4647	1
4644	999	0
2130	675	1
2389	1018	0
3384	331	0
1496	4684	0
2583	4531	0
3942	999	1
1944	1677	1
2811	2183	1
3515	997	1
837	2947	1
4772	4976	1
5383	2184	1
5640	4700	1
1428	991	1
1531	1509	1
1686	991	1
3477	2947	1
2352	4976	1
3488	611	0
4978	2219	1
3803	611	0
2996	2219	1
778	331	0
5632	4647	1
1876	1673	1
3418	1667	1
4497	4647	1
329	611	0
304	4531	0
2548	1677	1
2147	3496	0
1504	5577	1
2675	4273	1
109	4976	1
5326	889	1
4171	1732	1
79	4273	1
1805	1269	0
378	4273	0
5270	1732	1
680	889	1
3128	2183	1
881	3726	1
3373	4647	1
4017	2910	0
3635	2183	1
4805	4647	1
2279	331	0
4032	1677	1
3388	991	1
4881	5595	0
1656	5577	1
1365	1732	1
3953	4273	1
3217	3916	1
726	2910	0
5459	991	0
5469	1732	1
1691	991	1
2537	2910	0
1853	5577	1
1007	2184	0
3871	999	1
5080	2230	0
2290	2234	1
367	991	1
4012	5595	0
524	271	0
1327	611	0
4035	1732	1
133	271	0
4358	5595	0
3871	271	0
1095	3730	0
4849	2947	1
2992	991	1
4871	3730	0
120	675	0
1297	4367	0
4246	3727	1
4674	4492	0
3491	4273	1
4719	889	1
3921	991	1
5623	2910	0
2353	2910	0
3590	3546	1
4162	271	0
5240	1732	1
2337	997	1
3597	4273	1
3479	2219	0
1535	889	1
108	2862	0
4738	1677	1
1910	2183	1
366	2910	0
5385	2910	0
3332	991	1
2056	1733	0
3555	5595	0
2119	5448	1
1642	2230	0
4280	4647	1
3016	2910	0
3604	995	1
90	3916	0
3627	997	1
5192	675	0
3169	2910	0
1289	4273	1
4194	331	0
748	889	1
2232	991	1
5524	2947	1
3687	4647	1
3600	4492	0
2482	2947	1
4550	4273	1
190	2910	0
1809	1671	0
4922	1671	0
3679	991	1
1223	3985	1
3153	3728	0
4077	3726	1
1387	2183	1
3358	5595	0
3702	3893	1
3244	3287	0
5131	1015	1
2812	4273	1
133	2184	1
1868	271	0
1156	5607	0
4543	2230	0
2264	1732	1
3084	1679	1
596	2271	1
4575	271	0
944	611	0
3448	1732	1
5282	999	0
286	3892	1
5213	4647	1
3806	2947	1
4650	4684	0
3911	5577	1
2358	1644	0
3674	1679	1
3840	3546	1
5206	678	1
442	3287	0
5169	1644	0
3345	611	0
2268	4531	0
1517	1732	1
1693	4811	0
2315	2047	0
